30001,0
30002,0
30003,0
30004,1
30005,0
30006,0
30007,0
30008,0
30009,0
30010,0
30011,0
30012,0
30013,0
30014,0
30015,1
30016,0
30017,1
30018,0
30019,0
30020,1
30021,0
30022,0
30023,0
30024,0
30025,0
30026,0
30027,0
30028,0
30029,0
30030,0
30031,0
30032,0
30033,0
30034,1
30035,0
30036,0
30037,0
30038,1
30039,0
30040,0
30041,1
30042,0
30043,1
30044,0
30045,0
30046,0
30047,0
30048,0
30049,0
30050,0
30051,0
30052,0
30053,0
30054,0
30055,0
30056,0
30057,0
30058,0
30059,0
30060,0
30061,0
30062,0
30063,0
30064,0
30065,0
30066,0
30067,0
30068,0
30069,0
30070,0
30071,1
30072,1
30073,0
30074,0
30075,1
30076,0
30077,0
30078,0
30079,0
30080,0
30081,0
30082,0
30083,0
30084,0
30085,0
30086,1
30087,0
30088,0
30089,0
30090,0
30091,0
30092,0
30093,0
30094,0
30095,0
30096,0
30097,0
30098,0
30099,0
30100,1
30101,0
30102,0
30103,0
30104,0
30105,0
30106,0
30107,0
30108,0
30109,0
30110,0
30111,0
30112,0
30113,0
30114,0
30115,0
30116,0
30117,0
30118,0
30119,0
30120,0
30121,1
30122,0
30123,0
30124,0
30125,0
30126,0
30127,0
30128,0
30129,0
30130,0
30131,0
30132,0
30133,0
30134,0
30135,0
30136,1
30137,0
30138,0
30139,1
30140,1
30141,0
30142,0
30143,0
30144,0
30145,0
30146,0
30147,0
30148,0
30149,0
30150,0
30151,0
30152,0
30153,1
30154,0
30155,0
30156,0
30157,0
30158,1
30159,0
30160,0
30161,0
30162,0
30163,0
30164,0
30165,0
30166,0
30167,0
30168,0
30169,0
30170,0
30171,0
30172,0
30173,0
30174,0
30175,1
30176,0
30177,0
30178,0
30179,1
30180,0
30181,1
30182,0
30183,0
30184,0
30185,0
30186,1
30187,0
30188,0
30189,0
30190,0
30191,0
30192,0
30193,0
30194,1
30195,0
30196,1
30197,0
30198,0
30199,1
30200,0
30201,0
30202,0
30203,0
30204,0
30205,1
30206,0
30207,0
30208,0
30209,0
30210,0
30211,0
30212,0
30213,0
30214,0
30215,0
30216,0
30217,0
30218,0
30219,0
30220,0
30221,0
30222,0
30223,0
30224,0
30225,0
30226,0
30227,0
30228,0
30229,0
30230,0
30231,0
30232,0
30233,0
30234,0
30235,0
30236,0
30237,0
30238,0
30239,1
30240,0
30241,0
30242,0
30243,0
30244,1
30245,0
30246,0
30247,1
30248,0
30249,0
30250,0
30251,0
30252,0
30253,0
30254,0
30255,0
30256,0
30257,0
30258,0
30259,0
30260,0
30261,0
30262,0
30263,0
30264,0
30265,0
30266,0
30267,0
30268,0
30269,1
30270,0
30271,0
30272,0
30273,1
30274,0
30275,0
30276,0
30277,1
30278,0
30279,0
30280,0
30281,0
30282,0
30283,0
30284,0
30285,0
30286,0
30287,0
30288,0
30289,0
30290,0
30291,0
30292,0
30293,0
30294,0
30295,0
30296,0
30297,0
30298,0
30299,0
30300,1
30301,1
30302,1
30303,0
30304,0
30305,0
30306,1
30307,0
30308,0
30309,0
30310,0
30311,0
30312,0
30313,1
30314,0
30315,0
30316,0
30317,0
30318,0
30319,1
30320,0
30321,0
30322,0
30323,0
30324,1
30325,0
30326,0
30327,0
30328,0
30329,0
30330,0
30331,0
30332,1
30333,0
30334,0
30335,1
30336,0
30337,0
30338,0
30339,0
30340,0
30341,0
30342,0
30343,1
30344,1
30345,0
30346,0
30347,0
30348,0
30349,0
30350,0
30351,1
30352,0
30353,0
30354,1
30355,0
30356,0
30357,0
30358,0
30359,0
30360,0
30361,0
30362,0
30363,0
30364,0
30365,0
30366,0
30367,0
30368,0
30369,0
30370,0
30371,0
30372,0
30373,0
30374,0
30375,0
30376,0
30377,0
30378,0
30379,0
30380,0
30381,0
30382,1
30383,0
30384,0
30385,0
30386,0
30387,0
30388,0
30389,0
30390,1
30391,0
30392,0
30393,0
30394,0
30395,0
30396,0
30397,0
30398,0
30399,0
30400,0
30401,0
30402,1
30403,0
30404,0
30405,0
30406,1
30407,0
30408,1
30409,0
30410,0
30411,0
30412,0
30413,0
30414,0
30415,0
30416,0
30417,0
30418,0
30419,0
30420,0
30421,0
30422,0
30423,0
30424,0
30425,0
30426,0
30427,0
30428,0
30429,0
30430,0
30431,0
30432,0
30433,0
30434,0
30435,0
30436,0
30437,0
30438,1
30439,0
30440,0
30441,0
30442,0
30443,0
30444,0
30445,0
30446,0
30447,0
30448,0
30449,0
30450,0
30451,0
30452,0
30453,1
30454,0
30455,0
30456,0
30457,0
30458,0
30459,0
30460,0
30461,1
30462,1
30463,0
30464,0
30465,0
30466,0
30467,0
30468,0
30469,1
30470,0
30471,0
30472,1
30473,0
30474,0
30475,0
30476,0
30477,0
30478,0
30479,0
30480,0
30481,0
30482,0
30483,0
30484,0
30485,1
30486,0
30487,0
30488,0
30489,1
30490,0
30491,0
30492,0
30493,0
30494,1
30495,0
30496,0
30497,1
30498,0
30499,0
30500,0
30501,1
30502,0
30503,0
30504,0
30505,0
30506,0
30507,0
30508,1
30509,0
30510,0
30511,0
30512,0
30513,0
30514,0
30515,0
30516,0
30517,0
30518,0
30519,0
30520,0
30521,0
30522,0
30523,0
30524,0
30525,0
30526,0
30527,0
30528,0
30529,0
30530,0
30531,0
30532,0
30533,0
30534,0
30535,0
30536,0
30537,0
30538,0
30539,0
30540,0
30541,0
30542,0
30543,0
30544,1
30545,0
30546,0
30547,0
30548,1
30549,0
30550,0
30551,0
30552,1
30553,0
30554,0
30555,0
30556,1
30557,0
30558,0
30559,1
30560,0
30561,0
30562,0
30563,0
30564,0
30565,0
30566,0
30567,0
30568,0
30569,0
30570,1
30571,0
30572,0
30573,0
30574,0
30575,0
30576,0
30577,0
30578,0
30579,0
30580,0
30581,0
30582,0
30583,0
30584,0
30585,1
30586,0
30587,0
30588,0
30589,0
30590,0
30591,0
30592,1
30593,0
30594,1
30595,0
30596,0
30597,0
30598,1
30599,0
30600,0
30601,0
30602,0
30603,0
30604,0
30605,0
30606,0
30607,0
30608,1
30609,0
30610,0
30611,0
30612,0
30613,1
30614,0
30615,0
30616,0
30617,0
30618,0
30619,0
30620,0
30621,0
30622,0
30623,0
30624,0
30625,0
30626,1
30627,1
30628,0
30629,1
30630,0
30631,0
30632,0
30633,1
30634,0
30635,0
30636,0
30637,0
30638,0
30639,0
30640,0
30641,0
30642,1
30643,0
30644,0
30645,0
30646,0
30647,0
30648,0
30649,0
30650,0
30651,1
30652,0
30653,0
30654,0
30655,0
30656,0
30657,0
30658,0
30659,0
30660,0
30661,0
30662,0
30663,0
30664,1
30665,1
30666,0
30667,0
30668,0
30669,0
30670,0
30671,0
30672,1
30673,0
30674,0
30675,0
30676,0
30677,0
30678,0
30679,0
30680,1
30681,0
30682,0
30683,0
30684,0
30685,0
30686,0
30687,0
30688,0
30689,0
30690,0
30691,1
30692,0
30693,0
30694,0
30695,0
30696,1
30697,1
30698,0
30699,0
30700,0
30701,0
30702,0
30703,0
30704,1
30705,0
30706,0
30707,0
30708,0
30709,0
30710,0
30711,0
30712,0
30713,1
30714,0
30715,0
30716,0
30717,0
30718,0
30719,0
30720,0
30721,0
30722,0
30723,0
30724,0
30725,0
30726,0
30727,0
30728,0
30729,0
30730,0
30731,0
30732,0
30733,0
30734,0
30735,0
30736,1
30737,0
30738,0
30739,0
30740,0
30741,1
30742,0
30743,0
30744,0
30745,0
30746,0
30747,0
30748,0
30749,0
30750,0
30751,0
30752,0
30753,0
30754,0
30755,0
30756,0
30757,0
30758,0
30759,0
30760,0
30761,0
30762,0
30763,0
30764,0
30765,1
30766,1
30767,0
30768,0
30769,0
30770,0
30771,0
30772,0
30773,0
30774,0
30775,0
30776,0
30777,0
30778,0
30779,0
30780,0
30781,0
30782,0
30783,0
30784,0
30785,0
30786,0
30787,1
30788,0
30789,0
30790,0
30791,0
30792,0
30793,1
30794,0
30795,0
30796,0
30797,0
30798,0
30799,0
30800,0
30801,0
30802,0
30803,0
30804,0
30805,0
30806,0
30807,0
30808,1
30809,0
30810,0
30811,0
30812,0
30813,0
30814,0
30815,0
30816,0
30817,0
30818,0
30819,1
30820,1
30821,0
30822,0
30823,0
30824,0
30825,0
30826,0
30827,0
30828,0
30829,0
30830,1
30831,0
30832,0
30833,0
30834,0
30835,0
30836,0
30837,0
30838,0
30839,0
30840,1
30841,0
30842,0
30843,0
30844,0
30845,0
30846,0
30847,0
30848,0
30849,0
30850,0
30851,0
30852,0
30853,1
30854,0
30855,0
30856,0
30857,0
30858,0
30859,1
30860,0
30861,0
30862,0
30863,0
30864,0
30865,0
30866,0
30867,0
30868,0
30869,0
30870,0
30871,0
30872,0
30873,0
30874,0
30875,1
30876,1
30877,0
30878,1
30879,0
30880,0
30881,0
30882,0
30883,0
30884,0
30885,0
30886,1
30887,0
30888,0
30889,0
30890,0
30891,0
30892,0
30893,1
30894,0
30895,0
30896,0
30897,0
30898,0
30899,0
30900,0
30901,0
30902,0
30903,0
30904,0
30905,0
30906,1
30907,0
30908,0
30909,0
30910,0
30911,0
30912,0
30913,0
30914,0
30915,0
30916,0
30917,1
30918,0
30919,0
30920,0
30921,1
30922,0
30923,0
30924,0
30925,0
30926,0
30927,0
30928,0
30929,0
30930,0
30931,0
30932,0
